DATETIME,alt(km),lat(deg),lon(deg)
2019-08-02 23:34:00,9303.86749,34.266614,16.619198
2019-08-02 23:39:00,9591.19648,31.789289,20.922596
2019-08-02 23:44:00,9868.34039,29.180912,24.745973
2019-08-02 23:49:00,10133.50872,26.484832,28.155309
2019-08-02 23:54:00,10385.16941,23.733716,31.211896
2019-08-02 23:59:00,10622.0163,20.951795,33.970674
2019-08-03 00:04:00,10842.93964,18.156801,36.479966
2019-08-03 00:09:00,11046.99977,15.361522,38.781921
2019-08-03 00:14:00,11233.40405,12.575039,40.91326
2019-08-03 00:19:00,11401.48694,9.803681,42.906112
2019-08-03 00:24:00,11550.69285,7.051763,44.788834
2019-08-03 00:29:00,11680.56172,4.322152,46.586747
2019-08-03 00:34:00,11790.71693,1.616714,48.322812
2019-08-03 00:39:00,11880.85527,-1.063343,50.018209
2019-08-03 00:44:00,11950.73896,-3.717179,51.692864
2019-08-03 00:49:00,12000.18928,-6.344081,53.365914
2019-08-03 00:54:00,12029.08183,-8.943251,55.056133
2019-08-03 00:59:00,12037.34328,-11.513603,56.782334
2019-08-03 01:04:00,12024.94946,-14.053555,58.563745
2019-08-03 01:09:00,11991.92488,-16.560815,60.420377
2019-08-03 01:14:00,11938.34348,-19.032133,62.373382
2019-08-03 01:19:00,11864.33083,-21.463019,64.44539
2019-08-03 01:24:00,11770.06772,-23.847405,66.660828
2019-08-03 01:29:00,11655.79523,-26.17725,69.046179
2019-08-03 01:34:00,11521.82148,-28.442057,71.630135
2019-08-03 01:39:00,11368.5302,-30.628319,74.443577
2019-08-03 01:44:00,11196.39123,-32.718867,77.519253
2019-08-03 01:49:00,11005.97339,-34.692163,80.890984
2019-08-03 01:54:00,10797.95974,-36.521569,84.592196
2019-08-03 01:59:00,10573.16569,-38.174694,88.653511
2019-08-03 02:04:00,10332.56018,-39.612958,93.099201
2019-08-03 02:09:00,10077.2901,-40.791628,97.942465
2019-08-03 02:14:00,9808.70826,-41.660577,103.179892
2019-08-03 02:19:00,9528.40462,-42.166048,108.78608
2019-08-03 02:24:00,9238.24076,-42.253564,114.710083
2019-08-03 02:29:00,8940.38641,-41.871795,120.875707
2019-08-03 02:34:00,8637.35691,-40.976849,127.187096
2019-08-03 02:39:00,8332.04862,-39.536139,133.539434
2019-08-03 02:44:00,8027.7687,-37.530992,139.832456
2019-08-03 02:49:00,7728.25342,-34.957629,145.983142
2019-08-03 02:54:00,7437.6674,-31.826689,151.934401
2019-08-03 02:59:00,7160.5743,-28.162005,157.658402
2019-08-03 03:04:00,6901.86836,-23.999388,163.155252
2019-08-03 03:09:00,6666.6564,-19.385949,168.448864
2019-08-03 03:14:00,6460.08345,-14.380128,173.581946
2019-08-03 03:19:00,6287.10201,-9.052182,178.611437
2019-08-03 03:24:00,6152.19639,-3.484717,183.604992
2019-08-03 03:29:00,6059.08669,2.227248,188.638495
2019-08-03 03:34:00,6010.44999,7.977049,193.794177
2019-08-03 03:39:00,6007.70172,13.648168,199.158591
2019-08-03 03:44:00,6050.87591,19.116975,204.819357
2019-08-03 03:49:00,6138.62673,24.256292,210.859301
2019-08-03 03:54:00,6268.35029,28.939796,217.346465
2019-08-03 03:59:00,6436.40295,33.04764,224.319046
2019-08-03 04:04:00,6638.37721,36.473923,231.766423
2019-08-03 04:09:00,6869.39294,39.136331,239.611505
2019-08-03 04:14:00,7124.36803,40.986793,247.7041
2019-08-03 04:19:00,7398.24509,42.019949,255.835126
